it produces 25% of greenhouse gases to raise and transport livestock and meat.	Meat industry produces greenhouse gases and/or uses water - incorrect numbers or comparison
one fifth of the earth's greenhouse gases are created by the livestock industry.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting meat contributes almost one-fifth of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
they create almost one fifth of the earths greenhouse gasses and almost half of water used in the U.S goes to raising livestock.	Meat industry produces greenhouse gases and/or uses water - specific numbers
of the water used to raise the animals and the pollution produced by transporting them.	Because as preposition
Water supplies are being depleted.	Meat industry produces greenhouse gases and/or uses water - general
the amount of greenhouse gases that are produce when transporting the meat	Meat industry produces greenhouse gases and/or uses water - general
they produce more greenhouse gases than cars, planes , train and trucks combined	Meat industry produces greenhouse gases and/or uses water - specific numbers
they create one-fifth of the earth's greenhouse gasses.	Meat industry produces greenhouse gases and/or uses water - specific numbers
the process creates a lot of greenhouse gases and uses half the water in America.	Meat industry produces greenhouse gases and/or uses water - general
they are a cause of green house gases	Meat industry produces greenhouse gases and/or uses water - general
greenhouse gases from transporting these meats are more than other vehicles.	Meat industry produces greenhouse gases and/or uses water - incorrect numbers or comparison
raising animals and transporting meat makes 20 percent of the earths greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it's creating 1/5th of earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
the more production of meat the higher amount of greenhouse gases emitted	Meat industry produces greenhouse gases and/or uses water - general
they create greenhouse gas.	Meat industry produces greenhouse gases and/or uses water - general
it creates a significant amount of greenhouse gas.	Meat industry produces greenhouse gases and/or uses water - general
the raising and transportation of meat animals creates massive amounts of greenhouse gasses.	Meat industry produces greenhouse gases and/or uses water - general
farming them causes excess greenhouse gases	Meat industry produces greenhouse gases and/or uses water - general
it is increasing green-house gas emissions.	Meat industry produces greenhouse gases and/or uses water - general
half the worlds water supply is going to livestock.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting the meat would cause a large amount of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
it is creating more than one fifth of the greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
they are producing more greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
ffdd	Insufficient or unintelligible response
the process of farming meat is contributing to global warming.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
they are emitting greenhouse gases	Meat industry produces greenhouse gases and/or uses water - general
animals have to be killed	Outside of article's scope
the meat industry is one of the main contributors to greenhouse gasses.	Meat industry produces greenhouse gases and/or uses water - general
the energy it takes to transport meat produces a lot of greenhouse gases and uses up a lot of water.	Meat industry produces greenhouse gases and/or uses water - general
